course_parent,course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
ca_cpt,CA CPT ECONOMICS,The structure of the soft drink market in India is best described as,Perfect competition,Monopoly,Oligopoly,Monopolistic competition,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Oligopoly price is,Highest price,Lowest price,Medium price,None of the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Oligopoly price can include,Production costs only,Production and selling costs,Selling costs only,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following are features of oligopoly market,Elements of competition and monopoly,Interdependence among firms,Conflict and jealousy among firms,All the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In the long period market there is complete adjustment,of supply,of supply and demand,of demand,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Future markets deal with,Current transactions,Future transactions,a and b,None of the above,2,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Following are the objectives of Price Discrimination,to earn abnormal profit,to dispose-off surplus stock,to secure economies of scale,All the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under first degree price discrimination the monopolist will take away,part of the consumer's surplus,the entire consumer's surplus,a and b,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under second degree consumer's surplus, the monopolist will take away",the entire consumer's surplus,the entire supply,a part of consumer's surplus,All the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Third degree price discrimination is called,anti-dumping,dumping,method beneficial to domestic consumers,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under price discrimination a monopolist fixed _________ in the domestic market and _________ in the overseas market,"low price, high price","high price, low price","high price, high price","low price, low price",2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,TR minus total explicit cost is called:,profit,economic profit,supernormal profit,accounting profit,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition when price line passes through minimum point of AVC curve, it is called:",minimising losses point,breakeven point,down point,profit point,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Markets for perishable goods are mainly,Regional market,National market,None of the above,Local market,4,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Theory of Time element in market was developed by,Adam Smith,Marshall,Keynes,Paul Samuelson,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In the very short period market,Demand is fixed,Supply is fixed,Demand and Supply are fixed,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Market for durable and industrial products is called,Local market,Regional market,Secular market,National market,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Very long period is called,Very short period,Short period,Secular period,Long period,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Stock Exchange is example of,Unregulated market,Spot market,Regulated market,None of the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The market for ultimate consumers is called,Wholesale market,Regulated market,Retail market,Unregulated market,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Price determined in the very short period is called,Normal price,Market price,Secular price,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The Normal Price is influenced by,Changes in demand,Changes in supply,Changes in demand and supply,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition, at the shut down point, revenue earned by the firm covers which cost ?",AC,MC,AVC,AFC,2,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under perfect competition losses incurred by the firm at the shut down point are equal to which cost ?,AVC,TFC,AC,MC,2,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition at minimising losses point, firm incurs losses but it continues to produce because the price covers:",MC,AVC and some part of AFC,AFC and some part of AVC,none of the AC,2,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition, the firm will be earning normal profit in the long-run because of which condition ?",large number of buyers and sellers,perfect market,free entry and exit,homogenous commodity,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition, long-run equilibrium of the industry occurs at:",minimum point of long run AC curve,minimum point of long run MC curve,minimum point of short run AC curve,minimum point of short run MC curve,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,One important condition for successful price discrimination about elasticity of demand is:,elasticity of demand must be different in different markets,elasticity of demand must be same in different market,elasticity of demand must be one in different market,elasticity of demand must be infinite in different markets,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,One important condition for successful price discrimination about market structure is:,there must be perfect competition in different market,there must be imperfect competition in different market,there must be oligopoly in all markets,there must be perfect competition in at least three market,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under monopoly, in the long-run what will the firm earn ?",supernormal profits,normal profits,break even,any one of the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under monopolistic competition in the long run, what will the firm earn ?",supernormal profits,normal profits,break even,any one of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under monopolistic competition in the long-run, compare the profit maximising, output with the least cost output.",profit maximising output is less than least cost output,profit maximising output is more than least cost output,profit maximising output is equal to least cost output,none of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The difference between least cost output and profit maximizing output is called:,reserve capacity,excess capacity,normal capacity,abnormal capacity,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What is the formula for calculating loss per unit ?,TC TR,AC AR,MC MR,AVC AR,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Behavioural assumption of Sweezy's kinked demand curve model is:,oligopolists recognise mutual dependents,oligopolists match price cuts but not price increases,oligopolists match price increases but not price cuts,oligopolists do not match price cuts and price increases,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the 'kinked-demand curve' model, the upper portion of the demand curve is:",elastic,inelastic,perfectly elastic,unitary elastic,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The kink occurs at:,prevailing price,any price,to be determined price,any quantity,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under oligopoly the 'kinked demand' curve model explains:,price fluctuations,price rigidity,normal price,price and output determination,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Firms aim at maximization of which profit ?,supernormal,normal,total,average,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition, price equals AR which is further equal to:",TR,MC,MR,AC,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under perfect competition, information is:",little,imperfect,perfect,uncertain,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In a monopoly, what happens to entry/exit in long-run ?",it is free,it is limited,It is restricted,none of the above,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the short-run, a monopolistic firm can incur losses if",Price is below AR,Price is above AC,Price is below AC,AC is below AR,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Sweezy's model does not explain:,price rigidity,price determination,output determination,kinked demand determination,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which is that market structure in which P = MC in equilibrium ?,perfect competition,monopolistic competition,monopoly,discriminating monopoly,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The perfectly competitive firm can sell its output at ______ prices.,Variable,Normal,Fixed,Normal or fixed,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In perfect competition since firm is the price taker, which curve is straight line?",Total revenue,Marginal revenue,Total cost,Marginal cost,2,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under monopoly, price discrimination depends on:",Elasticity of demand for the commodity,Elasticity of supply of the commodity,Size of the market,All of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What is the reason for downward slope of monopolist's demand curve?,Because monopolist can influence the price,Because monopolist can influence the output,Because the industry's demand curve is the monopolist's demand curve,All of the above,3,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following feature is not associated with the monopoly market structure?,There is barrier to entry,There is only one seller in the market,There is no close substitute for the product,There is no close complement for the product,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In which of the following market situation, are the firms mutually interdependent in pricing output decisions?",Oligopoly,Perfect competition,Monopsony,Monopolistic competition,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In kinked demand curve theory, MR curve is",Equal to AR,Indeterminate,Twice steep as AR curve,Discontinuous curve,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,A monopolist may determine either _____ or ____ but he cannot determine _______,"Price, Output, Revenue","Price, Output, Sales volume","Price, Output, Both",None of the above,3,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Profitability of the firm is influenced by operation of ________ in short run.,Law of fixed proportion,Law of return to scale,Law of variable proportion,None of the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Supply of a product in ______ is perfectly inelastic.,Short period,Long period,Very short period,None of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Quasi rent is:,Greater than firm's total profit,Equal to firm's total profit,Less than firm's total profit,It is not related to firm's total profit,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following market structure is characterized by many sellers selling identical products to many buyers?,Perfect Competition,Monopoly,Oligopoly x,Monopolistic competition,1,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Many sellers offering differentiated products to many buyers are characterized as:,Oligopoly,Monopoly,Monopolistic competition,Perfect competition,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which market structure is defined as few sellers selling comparing products for many buyers?,Monopoly,Oligopoly,Perfect competition,Monopolistic competition,2,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"What affect on equilibrium price will be, if supply remains constant and demand increases?",Moves up,Moves down,Constant,No affect,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When industry is said to be in equilibrium?,When it maximizes its profit,When it minimizes its cost,Total output = Total Demand,Total Revenue = Total Cost,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under which of the following condition/s, industry is said to have attained long run equilibrium?",All firms are earning normal profit.,No further entry and exit from the market,Both a and b,All firms are earning supernormal profit,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In the long run, in perfect competition the optimality is shown by the following conditions:",Output is produced at a minimum feasible cost.,Firms earn only normal profit.,Plants are used at full capacity.,All of the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What is the reason for monopolist to continue supernormal profit in the long run?,Single seller,No close substitute,Restricted entry,Price discrimination,3,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,_____ refers to the selling of specific commodity or service to different buyer at two or more different prices.,Price determination,Price differentiation,Product differentiation,Price discrimination,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,A firm practicing price discrimination will be:,Buying in the cheapest and selling in the dearest market.,Charging different prices for different qualities of product.,Buying and selling at a discount.,Charging different prices in different markets of a product,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Pure oligopoly means:,Few industries producing homogeneous product.,Many firms producing homogeneous product.,Few firms producing homogeneous product,Few firms producing differentiated and identical product.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Economies of scale allow the monopolist to set a ______ price than any new entrants.,Lower,Higher,No effect,Market rate,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When all the firms are functioning with normal profit, ______ is said to be in equilibrium.",Firm,Market,Industry,None of the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"When equilibrium price is equal to AR > AC, firm derives, ________",Excess losses,Losses,Excess Profit,Both a and c,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under which of the following conditions firm should not produce at all?,TR < TVC,TR = TVC,TR > TVC,Both a and b,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If the firm is not producing anything, it will have an operating loss equal to its ______",Total cost,Average cost,Fixed cost,Variable cost,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When will be profitable for the firm to expand output?,MR > MC,MR < MC,TR > MR,AR < MR,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following are the conditions for equilibrium of a firm?</br> i Marginal revenue should be equal to 1 marginal cost. </br>ii Marginal cost curve should cut the marginal revenue curve from below. </br> iii Marginal revenue curve should cut the marginal cost curve from below. </br> iv Average revenue should be equal to average cost.,Both i and ii,Both ii and iii,Both i and iii,Both ii and iv,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"As all the units are priced at the same level, in a perfect competitive model MR is a horizontal line equal to _______",Marginal cost,Average cost,Average revenue,None of the above,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"For prices below ________, the firm will supply zero units.",Average total cost,Average fixed cost,Marginal cost,Average variable cost,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under what condition firm earn normal profit?,AR = ATC,AR = MC,MR = MC,All of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is/ are not the characteristics of monopoly?,Single seller of the product,Restriction to entry,No close substitute,Single buyer of the product,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Monopolist is a _______,Price taker,Price dictator,Price maker,Price motivator,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under the price discrimination of _______ degree consumer surplus become zero.,First degree,Second degree,Third degree,All of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In monopolistic competition, demand curve of a firm's product is negatively sloped because of ______",Economies of scale,Diseconomies of scale,Product differentiation,Barriers to entry,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,A kinked demand curve occurs in an oligopoly when a firm:,Increases its price and other do not follow it,Decreases its price and other follow it.,Both a and b,Increase in its price and other follow it,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The burden of tax on monopoly profit will be,Entirely on the consumer,Equally distributed between the producers and consumer,Entirely on the producer,More on consumer than on producer,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is the reason for the impossibility of price discrimination under perfect competition?,The prices is not rational,The price at which the good is being bought and sold is not known,The price at which the good is being bought and sold is known,The price at which goods is produced is known,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following term explains that how the seller as a group will behave in a perfectly competitive market?,Market demand schedule,Market supply schedule,Market demand curve,Market supply curve,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"If new firm enters in the industry in long run in perfect competitive market, supply curve:",Shifts to the right,Shifts to the left,Moves downwards,Supply curve will not affected,1,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following are the factors of market inefficiencies?,Monopolies,Imperfect competition,Externalities,All of the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following may not happen in a perfectly competitive market?,Best utilization of resources,Highest consumption level,Highest efficiency,Fair distribution of income,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"While determining the price, government takes into account the following factors:",Nature of the product,Cost of inputs,Risk of business,All of the above,4,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following equation is correct for long run equilibrium of a firm in a perfect competitive market?,LMC = LAC = P,LTC = LAC = P,Both a and b,LMC = LAC = Q,1,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Under which of the following condition, monopolist can incur loss?",AC > AR,MC > MR,ATC > AR,All of the above,3,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What are the conditions for price discrimination?,Seller should be able to divide his market into two or more sub markets.,Price elasticity of the product should be different in different markets.,Seller should have some control over the supply of his product.,All of the above,4,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In long run, a monopolist can make profit because of:",Low cost,Restricted entry,Product differentiation,High scales of economy,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is a feature of zero profit point?,Output of the firm makes nil profit,Revenue just covers cost,Price equal to average cost,All of the above,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The term differentiated product denotes _______ product used by _____ set of people.,"Same, Differentiated","Different, Differentiated","Same, Same","Different, Same",2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,If demand decreases and supply remains constant equilibrium price will _______,Constant,Moves down,Moves up,No affect,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"In monopolistic competitive market, sellers try to compete on the basis of: </br>i Price.</br> ii Aggressive advertising.</br> iii Efficient after sale service </br> iv Product development",Only i,Only iii and iv,"Only ii, iii and iv","i, ii, iii and iv",3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is the maximum profit condition for monopoly firm?,Tc must be minimum.,Quantity should be maximum,MR = MC,TR should be maximum,3,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Suppose a firm is producing a level of output such that MR > MC, What should be firm do to maximize its profits?",The firm should do nothing.,The firm should hire less labour.,The firm should increase price.,The firm should increase output.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Marginal Revenue is equal to :,the change in price divided by the change in output.,the change in quantity divided by the change in price.,the change in P x Q due to a one unit change in output.,"price, but only if the firm is a price searcher.",3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Suppose that a sole proprietorship is earning total revenues of ` 1,00,000 and is incurring explicit costs of ` 75,000. If the owner could work for another company for ` 30,000 a year, we would conclude that :",the firm is incurring an economic loss.,"implicit costs arè 25,000.","the total economic costs arè 1,00,000.","the individual is earning an economic profit of ` 25,000.",1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,AR can be symbolically written as,MR / Q,price x quantity,TR / Q,none of the above,3,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,AR is also known as,price,income,revenue,none of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Marginal revenue can be defined as the change in total revenue resulting from the,purchase of an additional unit of a commodity,sales of an additional unit of a commodity,sale of subsequent units of a product,none of the above,2,1,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When e > 1 then MR is,zero,negative,positive,one,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When e = 1 then MR is,positive,zero,one,negative,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,When e < 1 then MR is,negative,zero,positive,one,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,The term 'market' refers to a:,place where buyer and seller bargain a product or service for a price b.,place where buyer does not bargain,place where seller does not bargain,none of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under perfect competition a firm is the ___________,price maker and not price taker,price taker and not price maker,neither price maker nor price taker,none of the above,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,A Monopolist is a price,maker,taker,adjuster,none of the above,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Price discrimination is one of the features of ___________,monopolistic competition,monopoly,perfect competition,oligopoly,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not an essential condition of pure competition?,Large number of buyers and sellers,Homogeneous product,Freedom of entry,Absence of transport cost,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,What is the shape of the demand curve faced by a firm under perfect competition?,Horizontal,Vertical,Positively sloped,Negatively sloped,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a characteristic of a 'price taker'?,TR = P x Q,AR = Price,Negatively sloped demand curve,Marginal Revenue = Price,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following statements is false?,Economic costs include the opportunity costs of the resources owned by the firm.,Accounting costs include only explicit costs.,Economic profit will always be less than accounting profit if resources owned and used by the firm have any opportunity costs.,Accounting profit is equal to total revenue less implicit costs.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"With a given supply curve, a decrease in demand causes",an overall decrease in price but an increase in equilibrium quantity.,an overall increase in price but a decrease in equilibrium quantity.,an overall decrease in price and a decrease in equilibrium quantity.,no change in overall price but a reduction in equilibrium quantity.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,It is assumed in economic theory that,"decision making within the firm is usually undertaken by managers, but never by the owners.","the ultimate goal of the firm is to maximise profits, regardless of firm size or type of business organisation.","as the firm's size increases, so do its goals.",the basic decision making unit of any firm is its owners.,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Assume that consumers' incomes and the number of sellers in the market for good A both decrease. Based upon this information, we can conclude, with certainty, that the equilibrium :",price will increase.,price will decrease.,quantity will increase.,quantity will decrease.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Assume that in the market for good Z there is a simultaneous increase in demand and the quantity supplied. The result will be :,an increase in equilibrium price and quantity.,a decrease in equilibrium price and quantity.,an increase in equilibrium quantity and uncertain effect on equilibrium price.,a decrease in equilibrium price and increase in equilibrium quantity.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Suppose the technology for producing personal computers improves and, at the same time, individuals discover new uses for personal computers so that there is greater utilisation of personal computers. Which of the following will happen to equilibrium price and equilibrium quantity?",Price will increase; quantity cannot be determined.,Price will decrease; quantity cannot be determined.,Quantity will increase; price cannot be determined.,Quantity will decrease; price cannot be determined.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a condition of perfect competition?,A large number of firms.,Perfect mobility of factors.,Informative advertising to ensure that consumers have good information.,Freedom of entry and exit into and out of the market.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a characteristic of a perfectly competitive market?,Large number of firms in the industry.,Outputs of the firms are perfect substitutes for one another.,Firms face downward-sloping demand curves.,Resources are very mobile.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Which of the following is not a characteristic of monopolistic competition?,Ease of entry into the industry.,Product differentiation.,A relatively large number of sellers.,A homogenous product.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,All of the following are characteristics of a monopoly except :,there is a single firm.,the firm is a price taker.,the firm produces a unique product.,the existence of some advertising.,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Oligopolistic industries are characterized by :,a few dominant firms and substantial barriers to entry.,a few large firms and no entry barriers.,a large number of small firms and no entry barriers.,one dominant firm and low entry barriers.,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"Price-taking firms, i.e., firms that operate in a perfectly competitive market, are said to be 'small' relative to the market. Which of the following best describes this smallness?",The individual firm must have fewer than 10 employees.,The individual firm faces a downward-sloping demand curve.,The individual firm has assets of less than ` 20 lakh.,The individual firm is unable to affect market price through its output decisions.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,For price-taking firm :,marginal revenue is less than price.,marginal revenue is equal to price.,marginal revenue is greater than price.,the relationship between marginal revenue and price is indeterminate.,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,"The long-run equilibrium outcomes in monopolistic competition and perfect competition are similar, because in both market structures",the efficient output level will be produced in the long run.,firms will be producing at minimum average cost.,firms will only earn a normal profit.,firms realise all economies of scale.,3,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,A monopolist is able to maximise his profits when :,his output is maximum.,he charges a high price.,his average cost is minimum.,his marginal cost is equal to marginal revenue.,4,3,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,In which form of the market structure is the degree of control over the price of its product by a firm very large?,Monopoly,Imperfect Competition,Oligopoly,Perfect competition,1,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Average revenue curve is also known as:,Profit Curve,Demand Curve,Average Cost Curve,Indifference Curve,2,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Under which of the following forms of market structure does a firm have no control over the price of its product?,Monopoly,Monopolistic competition,Oligopoly,Perfect competition,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Discriminating monopoly implies that the monopolist charges different prices for his commodity :,from different groups of consumers,for different uses,at different places,any of the above.,4,2,Price-Output Determination under Different Markets,Genearal Economics
ca_cpt,CA CPT ECONOMICS,Price discrimination will be profitable only if the elasticity of demand in different sub markets:,uniform,different,less,zero,2,2,Price-Output Determination under Different Markets,Genearal Economics
