course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,"There are two boxes containing 5 white and 6 blue balls and 3 white and 7 blue ballsrespectively. If one of the the boxes is selected at random and a ball is drawn from it, thenthe probability that the ball is blue is",115/227,83/250,137/220,127/250,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A problem in probability was given to three CA students A, B and C whose chances ofsolving it are 1/3, 1/5 and 1/2 respectively. What is the probability that the problemwould be solved?",4/15/2016,7/8/2016,8/15/2016,11/15/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"There are three persons aged 60, 65 and 70 years old. The survival probabilities for thesethree persons for another 5 years are 0.7, 0.4 and 0.2 respectively. What is the probabilitythat at least two of them would survive another five years?",0.425,0.456,0.392,0.388,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,Tom speaks truth in 30 percent cases and Dick speaks truth in 25 percent cases. What isthe probability that they would contradict each other?,0.325,0.4,0.925,0.075,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,There are two urns. The first urn contains 3 red and 5 white balls whereas the second urncontains 4 red and 6 white balls. A ball is taken at random from the first urn and is transferredto the second urn. Now another ball is selected at random from the second arm. Theprobability that the second ball would be red is,7/20/2016,35/88,17/52,3/20/2016,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"For a group of students, 30 %, 40% and 50% failed in Physics , Chemistry and at least oneof the two subjects respectively. If an examinee is selected at random, what is the probabilitythat he passed in Physics if it is known that he failed in Chemistry?",1/2/2016,1/3/2016,1/4/2016,1/6/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A packet of 10 electronic components is known to include 2 defectives. If a sample of 4components is selected at random from the packet, what is the probability that the sampledoes not contain more than 1 defective?",1/3/2016,2/3/2016,13/15,3/15/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,8 identical balls are placed at random in three bags. What is the probability that the firstbag will contain 3 balls?,0.2731,0.3256,0.1924,0.3443,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,X and Y stand in a line with 6 other people. What is the probability that there are 3persons between them?,1/5/2016,1/6/2016,1/7/2016,1/3/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Given that P (A) = 1/2, P(B) = 1/3, P (A∩B) = 1/4, what is P (A'/B')",1/2/2016,7/8/2016,5/8/2016,2/3/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Four digits 1, 2, 4 and 6 are selected at random to form a four digit number. What is theprobability that the number so formed, would be divisible by 4?",1/2/2016,1/5/2016,1/4/2016,1/3/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"The probability that there is at least one error in an account statement prepared by 3persons A, B and C are 0.2, 0.3 and 0.1 respectively. If A, B and C prepare 60, 70 and 90such statements, then the expected number of correct statements",170,176,178,180,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A packet of 10 electronic components is known to include 3 defectives. If 4 componentsare selected from the packet at random, what is the expected value of the number ofdefective?",1.2,1.21,1.69,1.72,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A bag contains 6 white and 4 red balls. If a person draws 2 balls and receives Rs.10 andRs.20 for a white and red balls respectively, then his expected amount is",Rs. 25,Rs. 26,Rs. 29,Rs. 28,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If A, B and C are mutually exclusive independent and exhaustive events then what is theprobability that they occur simultaneously?",1,0.5,0,any value between 0 and 1,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"There are 10 balls numbered from 1 to 10 in a box. If one of them is selected at random,what is the probability that the number printed on the ball would be an odd numbergreater that 4?",0.5,0.4,0.6,0.3,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Following are the wages of 8 workers in rupees:50, 62, 40, 70, 45, 56, 32, 45. If one of the workers is selected at random, what is the probability that his wage would belower than the average wage?",0.625,0.5,0.375,0.45,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A, B and C are three mutually exclusive and exhaustive events such that P (A) = 2 P (B) =3P(C). What is P (B)?",(6/11),(3/11),(1/6),(1/3),2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"For two events A and B, P (B) = 0.3, P (A but not B) = 0.4 and P (not A) = 0.6. The events A and B are",exhaustive,independent,equally likely,mutually exclusive,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A bag contains 12 balls which are numbered from 1 to 12. If a ball is selected at random,what is the probability that the number of the ball will be a multiple of 5 or 6 ?",0.3,0.25,0.2,1/3/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"For two independent events A and B, what is P (A+B), given P(A) = (3/5) and P(B) =( 2/3)?",(11/15),(13/15),(7/15),0.65,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P (A) = p and P (B) = q, then",P(A/B) <= p/q,P(A/B) <= p/q,P(A/B) <= q/p,None of these,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P (A∩B ) = 5/6, P(A) = ½ and P ( B ) = 2/3, , what is P (A U B) ?",(1/3),(5/6),2/3/2016,4/9/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If for two independent events A and B, P (AUB) = 2/3 and P (A) = 2/5, what is P (B)?",(4/15),(4/9),(5/9),(7/15),2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P (A) = (2/3), P (B) =(3/4), P (A/B) =( 2/3), then what is P(B/A)?",(1/3),(2/3),(3/4),(1/2),3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P (A) = a, P (B) = b and P (PA&#8745;B) = c then the expression of P (A'&#8745;B') in terms of a, b andc is",1  a  b  c,a + b  c,1 + a  b  c,1  a  b + c,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"For three events A, B and C, the probability that only A occur is",P (A),P (AUBUC),P (A'&#8745;B&#8745;C),P (A&#8745;B'&#8745;C'),4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"It is given that a family of 2 children has a girl, what is the probability that the other childis also a girl ?",0.5,0.75,1/3/2016,2/3/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,Two coins are tossed simultaneously. What is the probability that the second coin wouldshow a tail given that the first coin has shown a head?,0.5,0.25,0.75,0.125,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If a random variable x assumes the values 0, 1 and 2 with probabilities 0.30, 0.50 and 0.20,then its expected value is",1.5,3,0.9,1,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If two random variables x and y are related as y = -3x + 4 and standard deviation of x is2, then the standard deviation of y is", 6,6,18,3.5,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,If 2x + 3y + 4 = 0 and v(x) = 6 then v (y) is,8/3/2016,9,9,6,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,What is the probability that a leap year selected at random would contain 53 Saturdays?,1/7/2016,2/7/2016,1/12/2016,1/4/2016,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If an unbiased coin is tossed three times, what is the probability of getting more that onehead?",1/8/2016,3/8/2016,1/2/2016,1/3/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If two unbiased dice are rolled, what is the probability of getting points neither 6 nor 9?",0.25,0.5,0.75,0.8,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,What is the probability that 4 children selected at random would have different birthdays?,"(364×363×362)/(365)<SUP><SPAN style=""FONT-SIZE: xx-small"">3</SPAN></SUP>",(6×5×4)/7<SUP><SMALL>3</SMALL></SUP>,(1/365),(1/7)<SUP>3<SMALL></SMALL></SUP>,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"There are six slips in a box and numbers 1, 1, 2, 2, 3, 3 are written on these slips. Two slips are taken at random from the box. The expected values of the sum of numbers on the two slips is:",5,3,4,7,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A letter is taken out at random from the word RANGE and another is taken out from the word PAGE. The probability that they are the same letters is:,1/20/2016,3/20/2016,3/5/2016,¾,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"An urn contains 9 balls two of which are red, three blue and four black. Three balls are drawn at random. The probability that they are of same colour is:",3/27/2016,20/31,5/84,None,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A card is drawn from a well shuffled pack of 52 cards. Let E<sub><small>1</small></sub> 'a king or a queen is drawn' & E<sub><small>2</small></sub> : 'a queen or a jack is drawn', then:",E<sub><small>1</small></sub> and E<sub><small>2</small></sub> are not independent,E<sub><small>1</small></sub> and E<sub><small>2</small></sub> are mutually exclusive,E<sub><small>1</small></sub> and E<sub><small>2</small></sub> are independent,None of these,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"In a non-leap year, the probability of getting 53 Sundays or 53 Tuesdays or 53 Thursdays is:",4/7/2016,2/7/2016,3/7/2016,1/7/2016,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If A and B are two events and P(A) = 3/8, P(B)= ½, (P ? B) = ¼, then the value of P(A' ? B') is:",¼,¾,5/8/2016,5/4/2016,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"The probability that there is at least one error in an account statement prepared by A is 0.3 and for B and C, they are 0.4 and 0.45 respectively. A, B and C prepared 20, 10 and 40 statements respectively. The expected number of correct statements in all is:",32,45,42,25,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"From a pack of cards, two are drawn, the first being replaced before the second is drawn. The chance that the first is a diamond and the second is king is:",1/52,3/1/2704,4/13/2016,3/52,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The theory of compound probability states that for any two events A and B:,"P (A <SPAN style=""FONT-FAMILY: Symbol; COLOR: #000000; FONT-SIZE: 12pt"">Ç</SPAN> B) = P(A) x P(B)","P (A <SPAN style=""FONT-FAMILY: Symbol; COLOR: #000000; FONT-SIZE: 12pt"">Ç</SPAN> B) = P(A) x P(B/A)","P (A <SPAN style=""FONT-FAMILY: Symbol; COLOR: #000000; FONT-SIZE: 12pt"">È</SPAN> B) = P(A) x P(B/A)","P (A <SPAN style=""FONT-FAMILY: Symbol; COLOR: #000000; FONT-SIZE: 12pt"">È</SPAN> B) = P(A) + P(B)  P (A&nbsp;∩B)",2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The probability of getting qualified in IIT  JEE and AIEEE by a student are respectively 1/5 and 3/5. The probability that the student gets qualified for one of the these tests is:,17/25,22/25,8/25/2016,3/25/2016,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Amitabh plays a game of tossing a dice. If the number less than 3 appears, he is getting Rs a, otherwise he has to pay Rs. 10. If the game is fair, find a:",25,20,22,18,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Suppose E and F are two events of a random experiment. If the probability of occurrence of E is 1/5 and the probability of occurrence of F given E is 1/10, then the probability of non-occurrence of at least one of the events E and F is:",1/50,1/25/2016,13/50,49/50,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A bag contains 8 red and 5 white balls. Two successive draws of 3 balls are made without replacement. The probability that the first draw will produce 3 white balls and second 3 red balls is:,6/255,5/548,7/429,3/233,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A box contains 12 electric lamps of which 5 are defectives. A man selects three lamps at random. What is the expected number of defective lamps in his selection?,1.25,2.5,1.05,2.03,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,Three identical dice are rolled. The probability that the same number will appear on each of them is:,1/6/2016,1/12/2016,1/36,1,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Among the examinees in an examination 30%, 35% and 45% failed in Statistics, in Mathematics and in at least one of the subjects respectively. An examinee is selected at random. Find the probability that he failed in Mathematics only:",0.245,0.25,0.254,0.55,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,An article consists of two parts A and B. The manufacturing process of each part is such that probability of defect in A is 0.08 and that B is 0.05. What is the probability that the assembled product will not have any defect?,0.934,0.864,0.85,0.874,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Daily demand for calculators is having the following probability distribution: <table border=""1"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""109"" valign=""top""><p><strong>Demand: </strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>1</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>2</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>3</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>4</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>5</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>6</strong></p></td> </tr> <tr> <td width=""109"" valign=""top""><p><strong>Probability:</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.10</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.15</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.20</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.25</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.18</strong></p></td> <td width=""50"" valign=""top""><p align=""center""><strong>0.12</strong></p></td> </tr></table> Determine the variance of the demand.",2.54,2.93,2.22,2.19,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If 10 men, among whom are A and B, stand in a row, what is the probability that there will be exactly 3 men between A and B?",11/15/2016,4/15/2016,1/15/2016,2/15/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The probability of an even can assume any value between:,0 and 1, 1 and 0, 1 and 1,None of these,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The odds are 9 : 5 against a person who is 50 years living till he is 70 and 8 : 6 against a person who is 60 living till he is 80. Find the probability that at least one of them will be alive after 20 years:,11/14/2016,22/49,31/49,35/49,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A urn contains 6 white and 4 black balls. 3 balls are drawn without replacement. What is the expected number of black balls that will be obtained?,6/5/2016,1/5/2016,7/5/2016,4/5/2016,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P(A) = p and P (B) = q, then:","P (A / B) <span style=""font-family:Symbol; font-size:12.0pt; color:black; "">£</span> q / p","P (A / B) <span style=""font-family:Symbol; font-size:12.0pt; color:black; "">³</span> p / q","P (A / B) <span style=""font-family:Symbol; font-size:12.0pt; color:black; "">£</span> p / q","P (A / B) <span style=""font-family:Symbol; font-size:12.0pt; color:black; "">³</span> q / p",3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"The probability that a trainee will remain with a company is 0.8. The probability that an employee earns more than Rs. 20,000 per month is 0.4. The probability that an employee, who was a trainee and remained with the company or who earns more than Rs. 20,000 per month is 0.9. What is the probability that an employee earns more than Rs. 20,000 per month given that he is a trainee who stayed with the company?",5/8/2016,3/8/2016,1/8/2016,7/8/2016,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A random variable X has the following probability distribution: <table border=""1"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""114"" valign=""top""><p><strong>X&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;:</strong></p></td> <td width=""44"" valign=""top""><p align=""center""><strong>- 2 </strong></p></td> <td width=""35"" valign=""top""><p align=""center""><strong>3</strong></p></td> <td width=""30"" valign=""top""><p align=""center""><strong>1</strong></p></td> </tr> <tr> <td width=""114"" valign=""top""><p><strong>P (X = x)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; : </strong></p></td> <td width=""44"" valign=""top""><p align=""center""><strong>1/3</strong></p></td> <td width=""35"" valign=""top""><p align=""center""><strong>&frac12;</strong></p></td> <td width=""30"" valign=""top""><p align=""center""><strong>1</strong></p></td> </tr></table><br>Find E (X<sup><small>2</small></sup>) and E (2X + 5).",6 and 7 respectively,5 and 7 respectively,7 and 5 respectively,7 and 6 respectively,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The limiting relative frequency of probability is:,Axiomatic,Classical,Statistical,Mathematical,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If a probability density function of f<table class=""MsoTableGrid"" border=""1"" cellspacing=""0"" cellpadding=""0"" style=""margin-left:.5in;border-collapse:collapse;border:none;""> <tr> <td width=""127"" rowspan=""2"" valign=""top"" style=""width:95.4pt;border:solid windowtext 1.0pt;padding:0in 5.4pt 0in 5.4pt;""><p class=""MsoListParagraphCxSpFirst"" style=""margin:0in;margin-bottom:.0001pt;text-align:justify;line-height:12.0pt;""><span style=""font-family:'Palatino Linotype','serif'; color:black; "">x = <img>13 Probability and Expected-1_image003.png</img> </span></p></td> <td width=""216"" valign=""top"" style=""width:2.25in;border:solid windowtext 1.0pt;border-left:none;padding:0in 5.4pt 0in 5.4pt;""><p class=""MsoListParagraphCxSpLast"" style=""margin:0in;margin-bottom:.0001pt;text-align:justify;line-height:12.0pt;""><span style=""font-family:'Palatino Linotype','serif'; color:black; "">1 if 0 &lt; x &lt; 1 then find E (x)</span></p></td> </tr> <tr> <td width=""216"" valign=""top"" style=""width:2.25in;border-top:none;border-left:none;border-bottom:solid windowtext 1.0pt;border-right:solid windowtext 1.0pt;padding:0in 5.4pt 0in 5.4pt;""><p class=""MsoListParagraphCxSpLast"" style=""margin:0in;margin-bottom:.0001pt;text-align:justify;line-height:12.0pt;""><span style=""font-family:'Palatino Linotype','serif'; color:black; "">0</span></p></td> </tr></table>","<span style=""font-family:Symbol; color:black; "">¥</span>",0,1,"- </span><span style=""font-family:Symbol; font-size:12.0pt; color:black; "">¥</span>",1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If: <table border=""1"" cellspacing=""0"" cellpadding=""0""> <tr> <td width=""91"" valign=""top""><p>x&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; :</p></td> <td width=""44"" valign=""top""><p align=""center"">- 2 </p></td> <td width=""35"" valign=""top""><p align=""center"">3</p></td> <td width=""43"" valign=""top""><p align=""center"">1</p></td> </tr> <tr> <td width=""91"" valign=""top""><p>P (x)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; : </p></td> <td width=""44"" valign=""top""><p align=""center"">1/3</p></td> <td width=""35"" valign=""top""><p align=""center"">&frac12;</p></td> <td width=""43"" valign=""top""><p align=""center"">1/6</p></td> </tr></table><br> then find E (2x + 5)",7,6,9,4,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,If A and B are two independent events and P(AUB) = 2/5; P(B) = 1/3. Find P(A).,2/9/2016, 1/3,2/10/2016,1/10/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A bag contains 12 balls of which 3 are red 5 balls are drawn at random. Find the probability that in5 balls 3 are red.,3/132,5/396,1/36,1/22/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A random variable X has the following probability distribution: <TABLE border=1 cellSpacing=0 cellPadding=0> <TBODY> <TR> <TD vAlign=top width=55> <P>X</P></TD> <TD vAlign=top width=34> <P align=center>0</P></TD> <TD vAlign=top width=51> <P align=center>1</P></TD> <TD vAlign=top width=51> <P align=center>2</P></TD> <TD vAlign=top width=39> <P align=center>3</P></TD></TR> <TR> <TD vAlign=top width=55> <P>P(x)</P></TD> <TD vAlign=top width=34> <P align=center>&nbsp;0</P></TD> <TD vAlign=top width=51> <P align=center>2K</P></TD> <TD vAlign=top width=51> <P align=center>&nbsp;3K</P></TD> <TD vAlign=top width=39> <P align=center>K</P></TD></TR></TBODY></TABLE><BR>Then, P (x&lt;3) would be:",1/6/2016,1/3/2016,2/3/2016,5/6/2016,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"P(A) = 2/3; P(B) = 3/5; P(A<span style=""font-family:Symbol; font-size:12.0pt; color:black; "">È</span>B) = 5/6. Find P (B/A)",11/20/2016,13/20,13/18,None,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P (A<span style=""font-family:Symbol; font-size:12.0pt; color:black; "">Ç</span>B) = P (A) x P (B), then the events are:",Independent events,Mutually exclusive events,Exhaustive events,Mutually inclusive events,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,E (XY) is also known as:,E (X) + E(Y),E (X) E (Y),E (X)  E (Y),"E (X) <span style=""font-family:Symbol; font-size:12.0pt; color:black; "">¸</span>E(Y)",2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,In a pack of playing cards with two jokers probability of getting king of spade is,4/13/2016,4/52,1/52,1/54,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Consider two events A and B not mutually exclusive, such that P(A) = ¼, P(B) = 2/5, P(A<SPAN style=""FONT-FAMILY: Symbol; COLOR: black; FONT-SIZE: 12pt"">È</SPAN>B) = ½ then <IMG src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\13 Probability and Expected-1_clip_image002.png""> is",3/7/2016,2/10/2016,1/10/2016,None of the above,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If x be the sum of two numbers obtained when two die are thrown simultaneously then P (x <SPAN style=""FONT-FAMILY: Symbol; COLOR: #000000; FONT-SIZE: 12pt"">³</SPAN> 7) is",5/12/2016,7/12/2016,11/15/2016,3/8/2016,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,E (13x + 9) = ----------.,13x,13E(x),13E(x) + 9,9,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,A dice is thrown once. What is the mathematical expectation of the number on the dice?,16/6,13/2,3.5,4.5,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If P(A/B) = P(A), then A and B are",Mutually exclusive events,Dependent events,Independent events,Composite events,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A bag contains 3 white and 5 black balls and second bag contains 4 white and 2 black balls. If one ball is taken from each bag, the probability that both the balls are white is ----------",1/3/2016,¼,½,None of these,2,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"The odds in favour of A solving a problem is 5:7 and Odds against B solving the same problem is 9:6. What is the probability that if both of them try, the problem will be solved?",117/180,181/200,147/180,119/180,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"Consider Urn 1:2 white balls, black balls Urn II : 4 white balls, 6 black balls One ball is randomly transferred from first to second Urn, then one ball is drawn from II Urn. The probability that drawn ball is white is",22/65,22/46,22/55,21/45,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,If P (AUB) = p(A). Find P(A∩B).,P(A).P(B),P(A) + P(B),0,P(B),4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"In how many ways a team of 5 can be made out of 7 Boys and 8 Girls, if 2 Girls are compulsory to form a Team.","2,646","1,722","2,702",980,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A bag contains 5 Red balls, 4 Blue Balls and 'm' Green Balls. If the random probability of picking two green balls is 1/7. What is the no. of green Balls (m).",5,7,6,None of these,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,The probability of Girl getting scholarship is 0.6 and the same probability for Boy is 0.8. Find the probability that at least one of the categories getting scholarship.,0.32,0.44,0.92,None of the above,3,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"If 15 persons to be seated around 2 round tables, one occupying 8 persons and another 7 persons. Find the number of ways in which they can be seated.",15!/18!,<SUP>15</SUP>C<SUB><SMALL>7</SMALL></SUB> 7!/8!,7!8!,2. <SUP>15</SUP>C<SUB><SMALL>7</SMALL></SUB> 6!7!,4,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"A coin is tossed 5 times, what is the probability that exactly 3 heads will occur.",5/16/2016,1/32,5/36,3/32,1,2,Probability and Expected Value by Mathematical Expectation,Quatitative Aptitude,
CA CPT QT,"In sampling, standard deviations are known as:",Expectation,Sampling Error,Standard Error,All of the above,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"When every member in population has an equal chance of being selection, then that sampling is called ---------",Restrictive,Purposive,Subjective,Non-restrictive,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"Except sampling error, other errors in sampling are:",Non sampling errors,Standard errors,Sampling fluctuations,All of these,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Distribution formed of all possible value of statistics is called ---------.,Sampling Distribution,Classification,Tabulation,None,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,"In sampling, standard error is:",Standard deviation,Quartile deviation,Mean deviation,Coefficient of variation,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,If every 9th unit is selected from universal set then this type of sampling is known as:,Quota Sampling,Systematic Sampling,Stratified Sampling,None of these,2,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The Standard deviation of the sampling distribution of a statistical distribution is a,Critical value,Biased estimate,Unbiased estimate,Standard Error,4,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The sampling is said to be large sampling if the size of the sample is:,greater than or equal to 30,less than 30,less than or equal to 35,less than 25,1,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,The errors other than sampling error are termed as:,Response error,Non-Response error,Non-Sampling error,Type I error,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,Sampling fluctuations may be described as:,The variation in the values of a sample,The differences in the values of a parameter,The variation in the values of a statistic,The variation in the values of observations,3,2,Sampling Theory,Quatitative Aptitude,
CA CPT QT,A random sample of size 17 has 52 as mean. The variance is 160. The 99% confidence for the mean are:,"[42.77, 61.23]","[44, 58]","[49, 51]","[37, 18]",1,2,Sampling Theory,Quatitative Aptitude,
