course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,"A passenger was travelling with luggage from Dublin to Whitehaven on a ticket, on the back of which there was a term that exempted the Shipping Company from liability for loss of luggage. He never looked at the back of the ticket and there was nothing on","Yes, Shipping Company cannot take undue advantage.","Yes, Passenger is not bound by something which was not communicated to him.","No, suit for loss of luggage is not permissible in law.","No, the passenger had constructive notice of conditions whether he read them or not.",2,3,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,An acceptance on telephone should be -,heard by the Offeror,audible to the Offeror,understood by the Offeror,all of the above.,4,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,If an acceptance on phone is drowned by noise and is not heard by the Proposer -,a valid contract is concluded,there is a voidable contract,the contract is void,no contract is concluded.,4,3,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"In cases of acceptance on phone, the contract is made at the place -",where the acceptance is communicated,where the offer was made,from where the acceptance is made,all of the above.,3,3,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"Where Contracts are entered through telex, fax or e - mail, it is the duty of the acceptor to ensure / confirm that his telex, fax or e-mail message is duly received by the Offeror. Only when such acceptance reaches the Offeror, there can be a valid cont",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,An agreement to agree in future is -,Valid,Voidable,Illegal,Invalid.,4,3,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"When two persons agree to enter into an agreement in the future, there is ............ between them.",a valid contract,no contract,an agreement,a consensus.,2,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"When the parties make an agreement to be agreed in the near future, it means that their terms are not definite or finalised. There can be no concluded contract in such case.",TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"K, an actress was engaged for a tour. The agreement provided that if the party went to London, K would be engaged at a salary to be mutually agreed between them. In such a case -",the contract is in restraint of trade,the contract is contingent,the contract is unenforceable,there is no contract.,4,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"Section... of the Indian Contract Act defines ""Consideration"".",Section 2( a ),Section 2( b ),Section 2( c ),Section 2( d ).,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration is one of the essential elements to support a/an -,Agreement,Contract,Offer,Acceptance.,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"An act of abstinence or promise under Section 2( d ) of Indian Contract Act, is called -",Reciprocal Promise,Counter-Offer,Consideration for the promise,Quasi-Contract.,3,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A consideration is -,Doing or abstaining from doing something at the desire of the Promisor,A reason for making a proposal,Regard for the condition of other party,Compensation for breach of contract.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"""Consideration"" means a reasonable equivalent or other valuable benefit passed on -",By the Promisor to the Beneficiary,By the Promisee to the Promisor,By the Promisor to the Promisee,By the Promisee to the Beneficiary.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration must move at the desire of -,the Promisor,the Promisee,the Promisor or any third party,both the Promisor and the Promisee.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An essential feature of consideration is that -,It must be encashable,It must be given by the Promisee alone,It must be at the desire or request of the Promisor,It must be guaranteed.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Consideration must move at the desire of the Promisor. If it is done at the instance of a third party or without the desire of the Promisor, it is -",Consideration,Not consideration,Offer,Promise.,2,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Consideration must move at the desire of the Promisor. Hence, it is necessary that the Promisor should benefit by the consideration.",TRUE,Partly True,FALSE,None of the above.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration for the benefit of a third party is not valid.,TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"D constructed a market at the instance of District Collector. Occupants of shops promised to pay D a commission on articles sold through their shops. Money was not spent by D at the request of the shop occupants, but at instance of a third person viz. the Collector. Which of the following statements is correct?",Shop Occupants have to pay the commission to D,D can claim commission or damages from shop occupants,D can claim reimbursement from the Collector,There is no contract since Consideration has not moved at the desire of the Promisor.,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration -,must move from the Promisee,may move from the Promisee or any other person,must move from the third party,may move from the Promisor.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"K engages M, an artist, to paint a portrait of his uncle and promises to pay M 10,000 Rs for the work. Later, K refuses to pay stating that consideration must move from his uncle. Which of the following statements is correct?",K is bound to pay M,K is not bound to pay M,Uncle is bound to pay M,M cannot claim anything from K or his uncle.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"As long as there is a consideration for a promise, it is immaterial who has furnished it.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"M, by a Gift deed transferred certain property to her daughter, with a direction that daughter should pay an annuity to M's brother, as had been done by M. On the same day, the daughter executed a deed in writing in favour of M's brother, agreeing to pay annuity. Afterwards, she declined to fulfil her promise saying that no consideration had moved from her uncle. Which of the following statements is correct?",The daughter is bound to pay annuity.,There is no valid consideration in this contract.,M's brother is a third party to the contract and cannot sue.,The daughter is not bound to pay annuity.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration must be something which the Promisor,is already bound to do,is not already bound to do,may voluntarily do,must not do.,2,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration in a contract -,"may be past, present or future",may be present or future only K,must present only,must be future only.,1,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"If P renders some service to D at D's desire and after a month D promises to compensate P for the service rendered to him , it is a -",Present Consideration,Past Consideration,Future Consideration,Not a Consideration at all.,2,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An Executory Consideration -,is an outstanding liability on both the parties,consists of a promise in future,is a promise for a promise,all the above.,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An Executory Consideration is -,Consideration promised by the executive of a Company,Consideration which consists simply of a mutual exchange of promise each being a consideration for the other,Consideration which should be executed before the Registrar,Consideration which should be executed before the Court.,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An Executed Consideration -,can be positive or negative,liability is outstanding on one side only,"is an act or actual forbearance against, future promise.",all of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An Executed Consideration is -,An act of mutual exchange of promises,An act done in the expectation of a proposal,An act done in response to a positive promise,All of these.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"When one of the parties to the contract has performed its part of the promise, it is known as -",Past Consideration,Executed Consideration,Executory Consideration,Future Consideration.,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Past consideration means -,The price received in the past without making even a proposal of any sort,Price more than what the Promisor expected,The price or service rendered at the desire or request of the Promisor in the past followed by a subsequent promise,All of these.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Past consideration is valid in -,England only,India only,neither in England nor in India,both in England and India.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Which country does not recognise past consideration?,England,America,India,Germany.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A promises to pay an existing debt punctually if, B, the Creditor, gives him a discount. Is this consideration valid?","Yes, it is genuine consideration","No, Promisor is already bound to pay punctually","No, inadequate consideration","Yes, enforceable consideration.",2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Which of the following is good and valid consideration?,Forbearance to sue,Compounding with Creditors,Compromise of Disputed Claims,All of the above.,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration is not valid if it is -,physically impossible,legally not permissible,uncertain,all of the above.,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,M promises to pay N 10 Lakhs Rs if N discovers treasure by magic. Here consideration is -,physically impossible,legally not permissible,illusory,valid.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,M promises to pay N 7 Lakhs Rs if N murders K. Here consideration is -,physically impossible,unlawful,illusory,valid.,2,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"M engages N as his employee and promises to pay N a ""reasonable"" salary for services rendered. Here, the consideration is -",Illusory,Unlawful,uncertain,valid.,3,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Where a witness who has received summons to appear at a trial, a promise to pay him anything beyond his expenses is -",void since consideration is illusory,valid,unlawful,in restraint of legal proceedings.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"To make a valid contract, Consideration should be available, and it should also be adequate.",TRUE,Partly True,FALSE,None of the above.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A finds B's purse, and gives it back to him. B promises to give A 50 Rs. This is a/an -",Agreement,Contract,Acceptance,Offer.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Agreement not supported by consideration is called -,Nudum Pactum .,Consensus ad idem,Ab initio,Ignorantia juris non excusat.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"When a person promises to do something, he must get ""something"" in return, if he does not get ""something"" which is defined as ""Consideration"" in return, the contract is -",Valid,Not valid,Unlawful,Unenforceable.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Promise without consideration is -,Gratuitous,devoid of any legal obligation,not binding on the Promisor,all of the above.,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An agreement made without consideration is -,Valid,Illegal,Voidable,Void.,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"""No Consideration, No Contract"" is the rule of law.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Section.... of the Indian Contract Act declares that an agreement made without consideration is void.,Section 23,Section 24,Section 25,Section 26.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"What does the maxim ""Ex Nudo pacto non oritur actio', mean?",An agreement without consideration is void,An agreement without consideration is valid,An agreement with consideration is void,An agreement with consideration cannot be enforced.,1,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A person verbally promised the Secretary of the Mosque Committee to subscribe 500 Rs for rebuilding of a mosque. Later, he declined to pay the said amount. The agreement is void due to -",Lack of consideration,Lack of consensus ad idem,Lack of capacity to contract,Lack of object.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Agreement without consideration is valid, when made","out of love and affection, due to near relationship",to pay a time barred debt,to compensate a person who has already done something voluntarily,all of the above.,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Section.... of the Indian Contract Act mentions the exceptions when an agreement, even though without consideration, is enforceable.",Section 23,Section 24,Section 25,Section 26.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Contract without consideration made on account of natural love and affection is -,Valid,Void,Voidable,unenforceable.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A for natural love and affection, promises to give his son B 1,000 Rs. A puts his promise to B into writing and registers it. This is a -",Contract,Agreement,Promise,Offer.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"An Agreement made on account of natural love and affection, but without consideration is valid if it is -",expressed in writing,registered under law for the time being in force for registration of documents,made between parties standing in a near relation to each other,all of the above.,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Mere nearness of relation does not necessarily imply natural love and affection for making contracts without consideration valid.,TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"An elder brother, on account of natural love and affection, promised to pay the debts of his younger brother. Agreement was put to writing and registered. There was no consideration in the above. The agreement is -",Void,Valid.,Illegal,Unenforceable.,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A Hindu husband by a registered document, after referring to quarrels and disagreements between himself and his wife, promised to pay his wife a sum of money for her maintenance and separate residence. The above contract is -",Void,Illegal,Valid,Voidable.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A Hindu husband by a registered document, after referring to quarrels and disagreements between himself and his wife, promised to pay his wife a sum of money for her maintenance and separate residence. The above contract is void since -",Document is registered,Agreement is in restraint of marital duties,Natural love and affection was missing,Agreement has an illegal object.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A promise made without consideration is valid if -,"it is a promise to compensate wholly or in part, a person who has already voluntarily done something for the Promisor",something which the Promisor was legally compellable to do,Only (a) not (b),Only (b) not (a).,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,X supports Y's infant son. Y promises to pay X's expenses. The contract is -,Void,Illegal,Valid,Unenforceable.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A debt barred by limitation cannot be recovered. Hence, a promise to pay such a debt is without any consideration and hence invalid.",TRUE,Partly True,FALSE,None of the above.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A promise to pay, wholly or in part, a debt which is barred by law of limitation can be enforced if -",it is in writing,is signed by the Debtor or his authorised agent,either (a) or (b),both (a) and (b).,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A owes B 10,000 Rs but the debt is barred by Limitation Act. A signs a written promise to pay B 8,000 Rs on account of this debt. The contract is -",Void,Illegal,Valid,Unenforceable.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"K signs a written promise to pay L a time barred debt. At the time of signing the promise, the amount is not ascertained. Hence, K promises to pay what is due, after taking accounts. The contract is -",Void,Illegal,Valid,Voidable.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"No Consideration No Contract' does not apply to completed gifts, i.e. gifts given and accepted.",TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A promise to gift is valid even if it is not supported by consideration.,TRUE,Partly True,FALSE,None of the above.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration is not necessary to effect a valid Gratuitous Bailment of goods.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,No consideration is required to create a contract of agency.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"If a person promises to contribute to charity and on this faith, the Promisee undertakes a liability to the extent not exceeding the promised subscription, the contract shall be valid.",TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Inadequacy of consideration does not make the contract -,Void,Voidable,Valid,neither void nor voidable.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Adequacy of consideration is to be seen from the view point of -,Court,Promisee,Promisor,Beneficiary.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Inadequacy of consideration does not render a contract invalid.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An agreement for which the consent of party was free is void merely because of inadequacy of consideration.,TRUE,Partly True,FALSE,None of the above.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Inadequacy of consideration may be taken into account by the Court to determine whether the consent of Promisor was freely given.,TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A promised to pay B, who had received summons, to appear at a trial in a civil suit, a certain sum being a compensation for loss of time during his attendance. The promise is void since -",Object is immoral,Consideration is illusory,Agreement is in restraint of legal proceedings,All of the above.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration and objects are unlawful when it is ,Fraudulent,forbidden by law or defeat any provision of any law,is immoral and against the public policy,all of the above.,4,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Where consideration is illegally or physically impossible, uncertain or ambiguous, it shall not be -",Transferable by law,Applied by law,Enforceable by law,Admitted by law.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"When the consideration is unlawful, the Courts -",Allows an action on contract,Does not allow an action on contract,Takes it for consideration,Dismisses the consideration.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"The expression ""Privity of Contract"" means -",A contract is contract between the parties only.,A contract is a private document.,Only private documents can be contracts.,The contracts may be expressed in some usual and reasonable manner.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A person who is not a party to a contract but has some interest in the consideration of that contract-,Cannot enforce that contract,Can enforce that contract,Can enforce that contract subject to certain exceptions,Can wait for the parties to perform the contract.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A person who is not a party to a contract -,cannot sue,can sue,can sue only in well recognized cases,can sue the Government.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Under the Indian Contract Act, a third person -",who is the beneficiary under the contract can sue,from whom the consideration has proceeded can sue,cannot sue even if the consideration has proceeded from him,cannot sue at all for want of privity of contract.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A is indebted to B. He sells a trolley to C. C promises to pay all debts of A to B. If C fails to pay, B has no right to sue C because:",C is stranger to consideration,C is stranger to contract,Both,None,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Rohan promises to make a gift of 10,000 Rs towards the repairs of a temple. The trustees of the temple on the faith of his promise incurs liabilities. Rohan does not pay. Can the trustees recover the promised amount from Rohan?",The trustee cannot recover anything from Rohan,The trustee can recover to the extent of liabilities from Rohan,"The trustee can recover 10,000 Rs from Rohan",None,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A who was badly in need of money offered to sell his piano worth 8,500 Rs to B for 5,000 Rs. B refused to buy. A gradually lowered his price until 2500 Rs was reached, which B accepted. Before the piano was delivered A received an offer of a larger sum from X and he refused to carry out the contract with B claiming that the consideration was inadequate. Is A "" liable to pay damages to B for failure to carry out part of contract?","No, as the consideration was inadequate A cancelled the contract","Yes, A is liable to pay damages to B for failure to carry out his part of the contract","No, as the contract was made due to Undue Influence",Any of the above,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Only those persons, who are parties to a contract, can sue and be sued upon the contract. This Rule is called the doctrine of -",Promisory Estoppel,Right of Privilege Suit,Privity of Contract,Rights in Rem.,3,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Generally, Third Parties cannot enforce the rights of the Promisee of the contract.",TRUE,Partly True,FALSE,None of the above.,1,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A who is indebted to B, sells his property to C. C promises to pay off the debt to B. When C fails to pay; B has no right to sue C, because -",The object is unlawful,There is no consideration between B and C,B is a Stranger to Contract between A and C,The consideration is inadequate.,3,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Consideration need not necessarily be provided by the promisee, it may flow from a third party also. Such a person is called -",Stranger to Contract,Stranger to Consideration,Stranger to the Court,Absolute Stranger.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"In which of the following situations, a Stranger to Contract can file a valid suit?",Beneficiary of a Trust or other interest in specific immovable property,"Marriage Settlement, Partition and other Family Arrangements, in written form","Acknowledgement of liability, or by past performance thereof",All of the above.,4,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"In which of the following situations, a Stranger to Contract can file a valid suit?",Assignment of a Contract,Contracts entered into through an Agent,Covenants running with land,All of the above.,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"The Beneficiary of a Trust or other interest in specific immovable property, can enforce it even if he is not a party named in the Trust Deed.",TRUE,Partly True,FALSE,None of the above.,1,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Beneficiary, in whose favour a Trust of other interest in some immovable property has been created can enforce it only if he is a party to the Contract.",TRUE,Partly True,FALSE,None of the above.,3,1,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Marriage Settlement, Partition and other Family Arrangements can be enforced by a beneficiary who is not a party to the contract, only if such agreement is -",Registered,reduced to writing,either (a) or (b),both (a) and (b).,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"X receives money from Y for paying it to Z. X admits the receipt of that amount to Z. Z can recover the amount from X, even though the money is due from Y.",TRUE,Partly True,FALSE,None of the above.,1,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,The assignee of a contract cannot enforce the promise since there is no consideration flowing from him to the Promisor.,TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A Holder in due course is entitled to the amount on a Negotiable Instrument, even though there is no agreement between him and the Maker/Drawee.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Where the agent has acted within his capacity and in the name of Principal, the Principal can sue any third party with whom the agent has contracted, even if there is no direct contract between the Principal and such Third Party.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"The purchaser of immovable property who has notice that the owner of the land is bound by certain conditions or covenants created by an agreement affecting the land, shall be bound by such conditions, even though he is not a party to the original agreement containing those conditions or covenants.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"H sued her father-in-law K to recover 15,000 Rs being arrears of allowance called Pin money payable to her by K under an agreement between K and H's father, consideration being H's marriage to K's son D, Both H and D were minors at the time of marriage. Which of the following statements is correct?",Agreement is in restraint of marital duties and hence void,The agreement is void since H and D were minors.,No suit can lie in a Court in respect of Pin Money due,The promise can be made enforceable by H.,4,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A Husband who was separated from his wife executed a separation deed by which he promised to pay to the Trustees all the expenses for her maintenance. The agreement created a trust in favour of his wife. The agreement is -,Void due to lack of consideration,Valid and could be enforced by the Wife,Valid but not enforceable by the Wife,Void but Court can entertain a petition by the Wife.,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Provision of marriage expenses of female members of a Joint Hindu Family, entitles the female member to sue for such expenses on a partition between male members.",TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Two brothers, on partition of family joint properties, agreed to invest in equal shares for their mother's maintenance. There was no separate agreement with the mother. In such case, the mother -",cannot enforce the contract,can sue for setting aside the partition,is entitled to require her sons to make the investment,is entitled to the entire property,2,3,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Capacity to contract has been defined in -,Section 10,Section 11,Section 12,Section 25.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,The parties to a contract should be.... to contract.,Competent,Incapacitated,Able,Reliable.,1,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Competence to contract means -,age of the parties,soundness of mind of the parties,both (a) and (b),intelligence of the parties.,3,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Two persons have the capacity to contract -,If both are not of unsound mind,If none is disqualified from contracting by any law to which he is subject,If both have attained the age of majority,All of the above.,4,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Which of the following is not competent to contract?,A Minor,A person of unsound mind,A person who has been disqualified from contracting by some law,All of these.,4,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A convict when undergoing imprisonment -,Is capable of entering into a contract,Is incapable of entering into a contract,"Is capable of entering into a contract, if it is permitted by the Court",Is capable of passing on consideration.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A person who is not an a Indian Citizen is an Alien. Contracts with an alien friend, subject to certain restrictions are -",Void,Unenforceable,Valid,Invalid.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A person is disqualified to enter into Contracts if he is,An alien Enemy,An Insolvent,A Convict undergoing imprisonment,All of the above.,4,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,An Insolvent Person is incapacited to contract. Only the Official Receiver can enter into contracts onbehalf of the Insolvent.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Convict undergoing imprisonment can enter into contracts only when the term is completed.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"Foreign Sovereigns, their Diplomatic Staff and Representatives of Foreign States have special privilege that they cannot be sued upon by others without special permission of the Central Government. Contracts with such privileged persons are -",voidable at the option of either party,valid,void,illegal.,2,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Corporation cannot enter into Contracts that are -,ultra vires (beyond powers of) its Memorandum of Association,strictly of a personal nature as it is only an artificial person,either (a) or (b),neither (a) nor (b).,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor's agreement is void. This was held in the case of -,Mohiri Bibee Vs.Dharmadas Ghosh,Nihal Chand Vs. Jan Mohamed Khan,Suraj Narain Vs.Sukhu Aheer,Chinnaiya Vs. Ramaiya.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,The age of majority for the purpose of the Indian Contract Act is -,16 years for girls & 18 years for boys,18 years for girls & 21 years for boys,18 years,21 years.,3,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,An agreement with or by a Minor is -,void ab initio,voidable at the option of the Minor,voidable at the option of the other party,valid.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"On attaining age of majority, a Minor's agreement",is void,cannot be ratified,becomes void,becomes valid.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor's agreement can be ratified on attaining majority.,TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Which of the following statements are correct? A Minor cannot -,become a Partner.,be liable even in case of fraudulent representation of age.,Be asked for specific performance of a contract.,all of the above.,4,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor cannot become a Partner but -,can be a Sleeping Partner,can be admitted to the benefits of Partnership,either (a) or (b),both (a) and (b).,2,1,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,A Minor cannot be adjudged insolvent.,TRUE,Partly True,FALSE,None of the above.,1,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,"A Minor cannot even enter into contracts of apprenticeship, service, education or instruction that are beneficial to him.",TRUE,Partly True,FALSE,None of the above.,3,2,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Parents or Guardian shall ............. for breach of contract by Minor.,be held liable .,not be held liable,be imprisoned,not be questioned.,2,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
CA CPT LAW,Identify the incorrect sentence from the following.,A Minor can be a beneficiary,A Minor can be admitted to the benefits of a Partnership,A Minor cannot plead minority,A Minor can be held liable in tort.,3,3,ICA 1872- CAPACITY TO CONTRACT,Mercentile Law
